lead_id,classified_at,model,is_cut,confidence,institution_name_raw,unitid,state,cut_type,announcement_date,scale_text,summary,notes
5488951bc8ba6350,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,"This article is a medical research study about pediatric cardiology and renal function, not a news item about budget cuts at U.S. colleges or universities.",
5651447f06c24ec9,2026-07-15,claude-haiku-4-5-20251001,true,high,Baldwin Wallace University,201195,Ohio,staff_layoff,2024-02-02,,Baldwin Wallace University announced layoffs and program cuts as the institution addresses a budget deficit. The specific number of positions affected and programs cut were not disclosed in the available article text.,supabase_mapping_classified_state
64af3d4cf2b42c3a,2026-07-14,claude-haiku-4-5-20251001,true,high,Temple University,216339,Pennsylvania,staff_layoff,2026-07-03,,Temple University announced it expects 'inevitable' layoffs as the institution faces an $85 million deficit. The specific number of positions to be eliminated was not disclosed in the available article text.,supabase_mapping_classified_state
663deea830b18785,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This article is about Kingston University in Ontario, Canada, not a U.S. four-year college or university, and does not report on budget cuts.",
687d3e1c4016bbee,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns tech industry layoffs, not budget cuts at U.S. four-year colleges and universities. It is outside the scope of the budget cuts tracker.",
692fc43c31e3daa7,2026-07-14,claude-haiku-4-5-20251001,true,high,Georgia Military College,,Georgia,campus_closure,2026-07-14,Warner Robins satellite campus,Georgia Military College announced the closure of its Warner Robins satellite campus. The closure represents a reduction in the institution's physical footprint and service locations.,classified_name_only
6c9741426df10d75,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns layoffs at iHeartMedia, a private radio broadcasting company, not a four-year college or university. It is outside the scope of higher education budget cut tracking.",
6f9f77dba81076c1,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This article discusses potential future concerns about tuition increases and program cuts resulting from a Canadian policy on international study permits, but reports no actual budget cuts or layoffs at specific U.S. institutions.",
70534d800a6e6317,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns budget cuts at City Hall and public libraries in Dallas, Texas, not at four-year colleges or universities.",
72b588a1ab041e52,2026-07-15,claude-haiku-4-5-20251001,true,high,University of Chicago Medical Center,,Illinois,staff_layoff,2024-02-01,180 employees,"University of Chicago Medical Center laid off 180 employees. The medical center is affiliated with the University of Chicago, a four-year research institution.",classified_name_only
7305f3bd4295b139,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns Moi University in Kenya, a non-U.S. institution, and is therefore outside the scope of a tracker focused on U.S. four-year colleges and universities.",
756b7c2b3e7bbb34,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,,
7580d184eb50ce1d,2026-07-14,claude-haiku-4-5-20251001,true,high,Rutgers University,186380,New Jersey,hiring_freeze,2026-07-09,,Rutgers University announced a university-wide hiring freeze as part of a belt-tightening budget plan. The freeze affects new staff positions across the institution.,manual_alias_classified_state
7730a4338480b371,2026-07-15,claude-haiku-4-5-20251001,true,high,University of Arizona,104179,Arizona,staff_layoff,2024-01-31,,The University of Arizona announced budget cuts and layoffs in response to a financial crisis. Specific details regarding the number of positions affected are not available in the provided headline and truncated article text.,supabase_mapping_classified_state
78637e86c496cab6,2026-07-14,claude-haiku-4-5-20251001,true,high,Temple University,216339,Pennsylvania,staff_layoff,2026-07-12,,Temple University's Board of Trustees approved employee layoffs alongside tuition increases. The specific number of positions affected was not provided in the available article text.,supabase_mapping_classified_state
79bf48e205a694f3,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns budget cuts by the City of Beaumont, not a U.S. four-year college or university. No higher education institution is mentioned in the available text.",
8002206370a2ee42,2026-07-14,claude-haiku-4-5-20251001,true,medium,,,,hiring_freeze,,,"Multiple U.S. four-year universities are implementing layoffs and hiring freezes in response to budget shortfalls. The article indicates a broader trend across institutions but specific institution names, scale, and details are not provided in the truncated text.",
82d122ed46fe762b,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns Queen's University, a Canadian institution located in Ontario, Canada, not a U.S. four-year college or university. It is outside the scope of a U.S. budget cuts tracker.",
869bc084851a36a9,2026-07-15,claude-haiku-4-5-20251001,true,medium,,,,staff_layoff,,,"Faculty are experiencing layoffs at an unspecified four-year college or university. The headline indicates significant staffing reductions, though the truncated article text prevents identification of the specific institution, state, or scale of the layoffs.",
86ff7f01cc43f801,2026-07-15,claude-haiku-4-5-20251001,true,high,SUNY Rockland Community College,,New York,staff_layoff,2024-01-30,,SUNY Rockland Community College's president confirmed the college is preparing for faculty layoffs. The specific number of positions affected was not disclosed in the available article text.,classified_name_only
87f8af9bfe9b756c,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"Florida Career College is a for-profit career college, not a four-year college or university, making it outside the scope of this tracker which focuses on budget cuts at U.S. four-year institutions.",
8bbace153075922f,2026-07-14,claude-haiku-4-5-20251001,true,high,Martin University,151810,Indiana,institution_closure,,,"Martin University, a four-year institution in Indianapolis, has closed, impacting the Martindale-Brightwood community. The closure represents a complete institutional shutdown rather than a partial budget reduction.",supabase_mapping_classified_state
8c3e19b78ab26d18,2026-07-15,claude-haiku-4-5-20251001,true,high,City University of New York,,New York,staff_layoff,2024-01-12,,CUNY announced layoffs and class cuts occurring just weeks before the start of the new semester. The cuts affect both staff positions and course offerings across the university system.,classified_name_only
9044b4865a70cc85,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns Cheddar, a digital media company, not a U.S. four-year college or university, and is therefore outside the scope of this tracker.",
90be27d95af1c840,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,,
9172233f8cf39cff,2026-07-15,claude-haiku-4-5-20251001,true,high,,,Michigan,staff_layoff,2024-01-17,,"A Michigan college announced layoffs as part of a 3-year budget realignment plan. The specific institution name, number of positions affected, and additional details are not provided in the available headline and truncated article text.",
91fe8af05942731a,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns Canutillo Independent School District (K-12), not a four-year college or university, and is therefore outside the scope of this tracker.",
94a80b9cf4f31ddd,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns a Google employee layoff, not a college or university budget cut. Google is a technology company, not a four-year higher education institution.",
950330832e81f124,2026-07-14,claude-haiku-4-5-20251001,true,high,Rutgers University,186380,New Jersey,hiring_freeze,2026-07-10,,"Rutgers University announced a hiring freeze as reported in an MSN news update published on July 10, 2026. The specific scope and duration of the hiring freeze were not detailed in the available article text.",manual_alias_classified_state
95b89570ec1a47dd,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"Headline suggests budget cuts at a college/university, but the article text is truncated and does not provide sufficient details about the institution, location, or specifics of the layoffs to confirm this is a verifiable budget cut at a U.S. four-year institution.",
98d6d2b81616ff25,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,,
9ac0e3027fa67caf,2026-07-14,claude-haiku-4-5-20251001,true,high,Martin University,151810,Indiana,institution_closure,,,"Martin University, a four-year institution in Indianapolis, has closed, impacting the Martindale-Brightwood community. The closure resulted in the loss of an educational institution serving the local area.",supabase_mapping_classified_state
9ae72c7fc8a11e5f,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns Lazada, an e-commerce company, and labor notification requirements for private sector layoffs. It is not relevant to budget cuts at U.S. four-year colleges and universities.",
9dea01c9965cc876,2026-07-14,claude-haiku-4-5-20251001,true,high,Portland State University,209807,Oregon,staff_layoff,,,Portland State University faces a $35 million deficit and may rescind some previously issued layoff notices. The article indicates ongoing budget pressures affecting the institution's workforce.,supabase_mapping_classified_state
9e306fadb9b288a7,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns venture capital funding trends and layoffs in the tech/startup sector, not budget cuts at U.S. four-year colleges and universities.",
9f12003254541750,2026-07-14,claude-haiku-4-5-20251001,true,high,Georgia Military College,,Georgia,campus_closure,,Warner Robins satellite campus,Georgia Military College is closing its Warner Robins satellite campus. The closure affects the institution's operations in the Warner Robins area.,classified_name_only
a40014a52bb91bc5,2026-07-14,claude-haiku-4-5-20251001,true,high,Portland State University,209807,Oregon,staff_layoff,2026-07-09,,"Portland State University is considering rescinding some layoff notices as it addresses a $35 million budget deficit. The article indicates potential reversal of previously announced staff reductions, though specific numbers of affected positions are not provided in the available text.",supabase_mapping_classified_state
a56d922ee62e8249,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,,
acb3c6e5fbe241c8,2026-07-14,claude-haiku-4-5-20251001,true,high,Rutgers University,186380,New Jersey,hiring_freeze,2026-07-09,,"Rutgers University has implemented a hiring freeze, the first such measure since 2020. The freeze is expected to help address the institution's budget challenges.",manual_alias_classified_state
b366af506964dffd,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,,
b473789d0b442362,2026-07-15,claude-haiku-4-5-20251001,true,high,Baldwin Wallace University,201195,Ohio,staff_layoff,2024-02-02,,Baldwin Wallace University announced layoffs and program cuts to address a budget deficit. Specific numbers of positions and programs affected were not provided in the available headline and truncated article text.,supabase_mapping_classified_state
b6842db1ec97ed05,2026-07-14,claude-haiku-4-5-20251001,true,high,Louisiana State University,159382,Louisiana,staff_layoff,2026-07-08,CFO and DEI positions,"Louisiana State University announced layoffs affecting the Chief Financial Officer position and DEI (Diversity, Equity, and Inclusion) positions as part of administrative restructuring to redirect spending.",supabase_mapping_classified_state
bd08d2392facdd50,2026-07-15,claude-haiku-4-5-20251001,true,high,University of Arizona,104179,Arizona,staff_layoff,2024-01-29,,The University of Arizona announced budget cuts and layoffs to address a financial crisis that has been developing for years. The specific number of positions affected was not disclosed in the available article text.,supabase_mapping_classified_state
c287c389e1e0ab56,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns Duolingo, a language learning technology company, not a U.S. four-year college or university. It is outside the scope of this tracker.",
c60ed987ee9f1fdc,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,"Moi University is a Kenyan institution, not a U.S. four-year college or university, and therefore falls outside the scope of this tracker.",
c7dc81fc873272ca,2026-07-15,claude-haiku-4-5-20251001,true,high,University of Arizona,104179,Arizona,staff_layoff,2024-01-29,,University of Arizona announced financial crisis measures including layoffs and budget cuts. The specific scale and details of the layoffs were not provided in the truncated article text.,supabase_mapping_classified_state
c7f4867549c270c6,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,"Article headline references budget cuts at universities, but the article text is truncated/unavailable, preventing verification of specific institutions, details, or confirmation that cuts actually occurred.",
c9e8b2a626d300d5,2026-07-14,claude-haiku-4-5-20251001,true,high,Temple University,216339,Pennsylvania,staff_layoff,2026-07-10,40 employees,Temple University announced layoffs of 40 employees while implementing a 3.4% tuition increase. The layoffs represent a significant workforce reduction alongside measures to increase revenue.,supabase_mapping_classified_state
cbfa2e724b7e7222,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns United Parcel Service (UPS), a private logistics company, not a U.S. four-year college or university. It is outside the scope of this tracker.",
cd1370b12f2d8a3e,2026-07-14,claude-haiku-4-5-20251001,true,high,Portland State University,209807,Oregon,staff_layoff,,,Portland State University issued layoff notices due to a $35 million deficit but may rescind some of those notices. The article does not specify the number of positions affected or provide additional details about the scope of the layoffs.,supabase_mapping_classified_state
cd502bbb213d0597,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,This headline reports general Massachusetts layoffs in June but provides no information indicating these are specific to four-year colleges or universities. The truncated article text does not contain details to confirm this relates to higher education budget cuts.,
ce2a7e6b25567968,2026-07-15,claude-haiku-4-5-20251001,true,high,University of New Hampshire,183044,New Hampshire,staff_layoff,2024-01-24,$14M in cuts affecting jobs and programs,The University of New Hampshire announced $14 million in budget cuts that include elimination of jobs and program suspensions. The cuts are described as creating a somber mood among staff and students.,supabase_mapping_classified_state
ce9c2668e9f3eb97,2026-07-14,claude-haiku-4-5-20251001,true,medium,University of Missouri (MU Health Care),,Missouri,staff_layoff,,,MU Health Care announced layoffs that prompted LiUNA Local 955 to plan picket action. The specific number of positions affected and detailed reasons for the layoffs are not provided in the available headline and truncated article text.,classified_name_only
d31847137b10e3cd,2026-07-14,claude-haiku-4-5-20251001,true,high,Hampshire College,166018,Massachusetts,institution_closure,,,"Hampshire College is closing, prompting Amherst to conduct a zoning study to address the impact of the closure. The article references Hampshire College's closure but does not provide details on the announcement date or scale of operations affected.",supabase_mapping_classified_state
d7b1e00d43b82e64,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns Salesforce, a technology company, not a U.S. four-year college or university. It is outside the scope of a tracker for budget cuts at higher education institutions.",
de431fd1dc4f5e85,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,"This item concerns a Dallas city council member's salary donation in solidarity with municipal workers, not budget cuts at U.S. four-year colleges or universities.",
de637622f5bc6387,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,This article discusses employers in general regretting AI-related layoffs; it does not report on budget cuts at U.S. four-year colleges or universities.,
dec564bdc40c6722,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,,
e493f3b7c1d301f5,2026-07-14,claude-haiku-4-5-20251001,true,high,Rutgers University,186380,New Jersey,hiring_freeze,2026-07-10,,"Rutgers University announced a hiring freeze as reported in a news update published on July 10, 2026. The specific scope and duration of the hiring freeze were not detailed in the available article text.",manual_alias_classified_state
e8ae2651ccc5837b,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This is a Canadian HR publication discussing general research about layoff effects, not reporting on specific budget cuts at U.S. four-year colleges and universities.",
edec7670b38fd4f3,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns Lazada, a Southeast Asian e-commerce company, not a U.S. four-year college or university.",
eee75d6426bfefe6,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns private universities in Istanbul, Turkey, not U.S. four-year colleges and universities, and is therefore outside the scope of this tracker.",
ef06396948e31724,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,,
ef50e905af4064a3,2026-07-14,claude-haiku-4-5-20251001,true,high,Saint Louis University,179159,Missouri,staff_layoff,2026-07-02,"80 vacant positions eliminated, plus some faculty and staff jobs",Saint Louis University announced plans to cut some faculty and staff jobs and eliminate 80 vacant positions. The announcement represents a reduction in workforce through both layoffs and elimination of unfilled positions.,supabase_mapping_classified_state
f2ff250849b88a93,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,"This article appears to be from Fierce Healthcare and concerns healthcare industry layoffs, not higher education budget cuts at four-year colleges or universities.",
f34b657823d8d29a,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,"Regional One Health is a healthcare system, not a four-year college or university, making this item outside the scope of higher education budget cut tracking.",
f4e0aa68e95f1ec7,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,,
f7155f5b656ac0d9,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns hospitals in Western Cape, South Africa, not U.S. four-year colleges or universities and is outside the scope of this tracker.",
f772fc0a15bc0476,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns an elementary school closure, not a four-year college or university budget cut.",
f7d97e9ad89c5329,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,,
f97d055fe96c1303,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns NuScale, a private nuclear power startup company, not a U.S. four-year college or university. It is outside the scope of a budget cuts tracker for higher education institutions.",
fadc593ef92f54ab,2026-07-15,claude-haiku-4-5-20251001,false,high,,,,,,,"This article concerns NuScale, a nuclear power company, not a four-year college or university. It is outside the scope of this tracker.",
fd121ad4d758a27d,2026-07-14,claude-haiku-4-5-20251001,true,high,Martin University,151810,Indiana,institution_closure,,,"Martin University, located in Indianapolis, Indiana, has closed, impacting the Martindale-Brightwood community. The closure represents the loss of a four-year institution serving the local area.",supabase_mapping_classified_state
ff9c57eb450a6fe2,2026-07-14,claude-haiku-4-5-20251001,false,high,,,,,,,This article concerns an Xbox executive being appointed to advise the Federal Reserve and is not related to budget cuts at U.S. four-year colleges and universities.,
